INTERGROUP,Anomes,Modal,Empresa,TotVlrFreBru,NFserv.Valor,Servicos.Valor,Armazenagem.Valor,ND.Frete_Bruto,NDC.Valor,ValorFinanceiro
N,2025-nov,RODOVIARIO,FARMA,0,"R$ 1.465,86",0,0,0,0,"1465,86"
N,2025-nov,RODOVIARIO,INTEC,"15111,43",0,0,0,0,0,"15111,43"
N,2025-nov,RODOVIARIO,FARMA,"18267,77",0,0,0,0,0,"18267,77"
N,2025-nov,RODOVIARIO,INTEC,"1494,13",0,0,0,0,0,"1494,13"
N,2025-nov,RODOVIARIO,FARMA,"188667,38",0,0,0,0,0,"188667,38"
N,2025-jan,RODOVIARIO,INTEC,"3399,7",0,0,0,0,0,"3399,7"
N,2025-nov,RODOVIARIO,FARMA,"116664,71",0,0,0,0,0,"116664,71"
N,2025-nov,RODOVIARIO,FARMA,"26157,84",0,0,0,0,0,"26157,84"
N,2025-nov,RODOVIARIO,FARMA,"91,42",0,0,0,0,0,"91,42"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$256.123,60",0,0,0,"256123,6"
N,2025-nov,RODOVIARIO,FARMA,"329753,69",0,0,0,0,0,"329753,69"
N,2025-nov,RODOVIARIO,INTEC,"4399,57",0,0,0,0,0,"4399,57"
N,2025-nov,RODOVIARIO,FARMA,"106794,8",0,0,0,0,0,"106794,8"
N,2025-nov,RODOVIARIO,FARMA,"15932,41",0,0,0,0,0,"15932,41"
N,2025-nov,RODOVIARIO,FARMA,"65755,67",0,0,0,0,0,"65755,67"
N,2025-nov,RODOVIARIO,FARMA,0,"R$ 329,59",0,0,0,0,"329,59"
N,2025-nov,RODOVIARIO,FARMA,"276136,41",0,0,0,0,0,"276136,41"
N,2025-nov,RODOVIARIO,INTEC,0,"R$1.587,11",0,0,0,0,"1587,11"
N,2025-nov,RODOVIARIO,FARMA,"133,59",0,0,0,0,0,"133,59"
N,2025-nov,RODOVIARIO,INTEC,"28,64",0,0,0,0,0,"28,64"
N,2025-nov,RODOVIARIO,INTEC,6336,0,0,0,0,0,6336
N,2025-nov,RODOVIARIO,INTEC,"80467,06",0,0,0,0,0,"80467,06"
N,2025-nov,RODOVIARIO,INTEC,"5307,97",0,0,0,0,0,"5307,97"
N,2025-nov,RODOVIARIO,FARMA,"153,92",0,0,0,0,0,"153,92"
N,2025-nov,RODOVIARIO,FARMA,"349685,03",0,0,0,0,0,"349685,03"
N,2025-jan,RODOVIARIO,INTEC,"8807,06",0,0,0,0,0,"8807,06"
N,2025-nov,RODOVIARIO,FARMA,"78207,01",0,0,0,0,0,"78207,01"
N,2025-nov,RODOVIARIO,INTEC,"279231,76",0,0,0,0,0,"279231,76"
N,2025-nov,RODOVIARIO,INTEC,0,"R$ 234,72",0,0,0,0,"234,72"
N,2025-nov,RODOVIARIO,INTEC,"582395,29",0,0,0,0,0,"582395,29"
N,2025-nov,RODOVIARIO,FARMA,"44750,81",0,0,0,0,0,"44750,81"
N,2025-nov,RODOVIARIO,FARMA,"224874,34",0,0,0,0,0,"224874,34"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$309.894,70",0,0,0,"309894,7"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$4.565,00",0,0,0,4565
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 888.418,04",0,0,0,"888418,04"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 24.681,87",0,0,0,"24681,87"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 518.227,30",0,0,0,"518227,3"
N,2025-fev,AEREO,FARMA,"18112,23",0,0,0,0,0,"18112,23"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$19.448,93",0,0,0,"19448,93"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$391.304,60",0,0,0,"391304,6"
N,2025-jan,RODOVIARIO,FARMA,"162330,58",0,0,0,0,0,"162330,58"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$32.480,87",0,0,0,"32480,87"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$400.146,90",0,0,0,"400146,9"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$227.151,70",0,0,0,"227151,7"
N,2025-jan,RODOVIARIO,INTEC,"236,27",0,0,0,0,0,"236,27"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$192.950,60",0,0,0,"192950,6"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$136.027,30",0,0,0,"136027,3"
N,2025-fev,AEREO,INTEC,"252999,91",0,0,0,0,0,"252999,91"
N,2025-out,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$473,80",0,0,"473,8"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$294.073,60",0,0,0,"294073,6"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 117.800,47",0,0,0,"117800,47"
N,2025-out,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$18.650,00",0,0,18650
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 63.001,99",0,0,0,"63001,99"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$8.589,21",0,0,0,"8589,21"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$573.430,60",0,0,0,"573430,6"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$88.040,39",0,0,0,"88040,39"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 2.601,81",0,0,0,"2601,81"
N,2025-fev,RODOVIARIO,FARMA,"181871,83",0,0,0,0,0,"181871,83"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 1.313.606,60",0,0,0,"1313606,6"
N,2025-jan,RODOVIARIO,FARMA,0,"R$ 1.651,69",0,0,0,0,"1651,69"
N,2025-out,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$ 21.300,00",0,0,21300
S,2025-jan,RODOVIARIO,INTEC,0,0,0,0,"79555,68",0,"79555,68"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$226.340,50",0,0,0,"226340,5"
N,2025-jan,RODOVIARIO,INTEC,0,"R$8.750,00",0,0,0,0,8750
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$5.248,85",0,0,0,"5248,85"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$42.757,77",0,0,0,"42757,77"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$91.030,56",0,0,0,"91030,56"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 15.661,12",0,0,0,"15661,12"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$56.227,43",0,0,0,"56227,43"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 626.309,55",0,0,0,"626309,55"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$5.977,80",0,0,0,"5977,8"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$6.624,11",0,0,0,"6624,11"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$189.690,10",0,0,0,"189690,1"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$121.589,50",0,0,0,"121589,5"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$176.325,70",0,0,0,"176325,7"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 58.752,59",0,0,0,"58752,59"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$1.839,26",0,0,0,"1839,26"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$82.390,15",0,0,0,"82390,15"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$50.832,71",0,0,0,"50832,71"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$611.647,10",0,0,0,"611647,1"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$45.338,78",0,0,0,"45338,78"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$58.313,97",0,0,0,"58313,97"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$342.222,90",0,0,0,"342222,9"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 521.808,49",0,0,0,"521808,49"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$ 8.410,24",0,0,0,"8410,24"
N,2025-fev,RODOVIARIO,FARMA,"24446,47",0,0,0,0,0,"24446,47"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$53.832,42",0,0,0,"53832,42"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$530.046,40",0,0,0,"530046,4"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$1.193.579,00",0,0,0,1193579
N,2025-jan,RODOVIARIO,FARMA,"3489,26",0,0,0,0,0,"3489,26"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$25.963,57",0,0,0,"25963,57"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$178.032,40",0,0,0,"178032,4"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$13.915,02",0,0,0,"13915,02"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$340.160,10",0,0,0,"340160,1"
N,2025-out,ARMAZENAGEM,FARMA,0,0,"R$168.549,20",0,0,0,"168549,2"
N,2025-out,AEREO,INTEC,"8276,5",0,0,0,0,0,"8276,5"
N,2025-out,AEREO,INTEC,"149620,4",0,0,0,0,0,"149620,4"
N,2025-out,AEREO,INTEC,"37991,37",0,0,0,0,0,"37991,37"
N,2025-out,AEREO,FARMA,"23046,94",0,0,0,0,0,"23046,94"
N,2025-out,AEREO,FARMA,"299253,57",0,0,0,0,0,"299253,57"
N,2025-fev,AEREO,FARMA,"148891,47",0,0,0,0,0,"148891,47"
N,2025-out,AEREO,INTEC,"1362,71",0,0,0,0,0,"1362,71"
N,2025-out,AEREO,FARMA,"22314,67",0,0,0,0,0,"22314,67"
N,2025-out,AEREO,FARMA,"345114,79",0,0,0,0,0,"345114,79"
N,2025-out,AEREO,INTEC,"1700,56",0,0,0,0,0,"1700,56"
N,2025-out,AEREO,FARMA,"838,58",0,0,0,0,0,"838,58"
S,2025-out,AEREO,INTEC,"89341,76",0,0,0,0,0,"89341,76"
S,2025-out,AEREO,INTEC,"184032,48",0,0,0,0,0,"184032,48"
S,2025-out,AEREO,INTEC,"805919,76",0,0,0,0,0,"805919,76"
N,2025-out,AEREO,INTEC,"4917,31",0,0,0,0,0,"4917,31"
N,2025-out,AEREO,FARMA,"42060,75",0,0,0,0,0,"42060,75"
N,2025-out,AEREO,FARMA,"215178,57",0,0,0,0,0,"215178,57"
N,2025-out,AEREO,INTEC,"58566,19",0,0,0,0,0,"58566,19"
N,2025-jan,RODOVIARIO,INTEC,"175,05",0,0,0,0,0,"175,05"
N,2025-out,AEREO,FARMA,"121059,11",0,0,0,0,0,"121059,11"
N,2025-out,AEREO,FARMA,"35334,93",0,0,0,0,0,"35334,93"
N,2025-out,AEREO,FARMA,"3592,51",0,0,0,0,0,"3592,51"
N,2025-jan,RODOVIARIO,INTEC,"2946,27",0,0,0,0,0,"2946,27"
N,2025-out,AEREO,FARMA,"84984,71",0,0,0,0,0,"84984,71"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$58.434,49",0,0,0,"58434,49"
N,2025-out,AEREO,INTEC,"31382,29",0,0,0,0,0,"31382,29"
N,2025-out,AEREO,FARMA,72899,0,0,0,0,0,72899
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$199.384,00",0,0,0,199384
N,2025-out,AEREO,FARMA,"87681,19",0,0,0,0,0,"87681,19"
N,2025-out,AEREO,FARMA,"751,74",0,0,0,0,0,"751,74"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$110.845,80",0,0,0,"110845,8"
N,2025-out,AEREO,FARMA,"86136,48",0,0,0,0,0,"86136,48"
N,2025-out,AEREO,FARMA,"862,32",0,0,0,0,0,"862,32"
N,2025-out,AEREO,INTEC,"1932,49",0,0,0,0,0,"1932,49"
N,2025-out,AEREO,INTEC,"271041,87",0,0,0,0,0,"271041,87"
N,2025-out,AEREO,FARMA,12,0,0,0,0,0,12
N,2025-out,AEREO,FARMA,"3049,22",0,0,0,0,0,"3049,22"
N,2025-out,RODOVIARIO,INTEC,"49666,5",0,0,0,0,0,"49666,5"
N,2025-out,RODOVIARIO,INTEC,"20426,5",0,0,0,0,0,"20426,5"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 958,90",0,0,0,0,"958,9"
N,2025-out,RODOVIARIO,INTEC,"12681,9",0,0,0,0,0,"12681,9"
N,2025-out,RODOVIARIO,INTEC,"459,81",0,0,0,0,0,"459,81"
N,2025-out,RODOVIARIO,INTEC,"79577,09",0,0,0,0,0,"79577,09"
N,2025-out,RODOVIARIO,INTEC,"3015,94",0,0,0,0,0,"3015,94"
N,2025-out,RODOVIARIO,INTEC,"713682,08",0,0,0,0,0,"713682,08"
N,2025-out,RODOVIARIO,FARMA,"219634,43",0,0,0,0,0,"219634,43"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 310,46",0,0,0,0,"310,46"
N,2025-out,RODOVIARIO,INTEC,"56478,87",0,0,0,0,0,"56478,87"
S,2025-fev,AEREO,INTEC,"66578,08",0,0,0,0,0,"66578,08"
N,2025-out,RODOVIARIO,FARMA,"39117,84",0,0,0,0,0,"39117,84"
N,2025-jan,AEREO,INTEC,"58966,13",0,0,0,0,0,"58966,13"
N,2025-out,RODOVIARIO,FARMA,"528902,36",0,0,0,0,0,"528902,36"
N,2025-out,RODOVIARIO,INTEC,"1363163,4",0,0,0,0,0,"1363163,35"
N,2025-out,RODOVIARIO,INTEC,"5048,92",0,0,0,0,0,"5048,92"
N,2025-out,RODOVIARIO,INTEC,"378,12",0,0,0,0,0,"378,12"
N,2025-out,RODOVIARIO,INTEC,"1403,15",0,0,0,0,0,"1403,15"
N,2025-out,RODOVIARIO,INTEC,"122,17",0,0,0,0,0,"122,17"
N,2025-out,RODOVIARIO,FARMA,"367257,38",0,0,0,0,0,"367257,38"
N,2025-out,RODOVIARIO,FARMA,0,"R$ 944,83",0,0,0,0,"944,83"
N,2025-out,RODOVIARIO,FARMA,"96930,77",0,0,0,0,0,"96930,77"
N,2025-out,RODOVIARIO,INTEC,"308,67",0,0,0,0,0,"308,67"
N,2025-out,RODOVIARIO,INTEC,"247619,43",0,0,0,0,0,"247619,43"
N,2025-out,RODOVIARIO,FARMA,"475045,31",0,0,0,0,0,"475045,31"
N,2025-out,RODOVIARIO,FARMA,0,"R$ 1.999,45",0,0,0,0,"1999,45"
N,2025-out,RODOVIARIO,FARMA,"563,47",0,0,0,0,0,"563,47"
N,2025-out,RODOVIARIO,INTEC,"311,31",0,0,0,0,0,"311,31"
N,2025-fev,RODOVIARIO,INTEC,"6790,3",0,0,0,0,0,"6790,3"
N,2025-out,RODOVIARIO,INTEC,"98665,1",0,0,0,0,0,"98665,1"
N,2025-out,RODOVIARIO,INTEC,24,0,0,0,0,0,24
N,2025-out,RODOVIARIO,FARMA,"616776,19",0,0,0,0,0,"616776,19"
N,2025-out,RODOVIARIO,FARMA,0,"R$ 294,15",0,0,0,0,"294,15"
N,2025-out,RODOVIARIO,FARMA,"196768,82",0,0,0,0,0,"196768,82"
N,2025-fev,RODOVIARIO,INTEC,"4612,58",0,0,0,0,0,"4612,58"
N,2025-out,RODOVIARIO,FARMA,"172841,93",0,0,0,0,0,"172841,93"
N,2025-out,RODOVIARIO,INTEC,"739,95",0,0,0,0,0,"739,95"
N,2025-out,RODOVIARIO,FARMA,"76993,54",0,0,0,0,0,"76993,54"
N,2025-out,RODOVIARIO,INTEC,"107721,3",0,0,0,0,0,"107721,3"
N,2025-out,RODOVIARIO,INTEC,"339582,14",0,0,0,0,0,"339582,14"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 15.867,91",0,0,0,0,"15867,91"
S,2025-out,RODOVIARIO,INTEC,"5116,06",0,0,0,0,0,"5116,06"
S,2025-out,RODOVIARIO,INTEC,"451773,65",0,0,0,0,0,"451773,65"
S,2025-out,RODOVIARIO,INTEC,"3102849,7",0,0,0,0,0,"3102849,72"
S,2025-out,RODOVIARIO,INTEC,"1461872,9",0,0,0,0,0,"1461872,89"
S,2025-out,RODOVIARIO,INTEC,0,0,0,0,"932567,64",0,"932567,64"
N,2025-out,RODOVIARIO,INTEC,"670218,32",0,0,0,0,0,"670218,32"
N,2025-out,RODOVIARIO,INTEC,0,"R$72,33",0,0,0,0,"72,33"
N,2025-out,RODOVIARIO,INTEC,"14592,99",0,0,0,0,0,"14592,99"
N,2025-out,RODOVIARIO,FARMA,"107530,99",0,0,0,0,0,"107530,99"
N,2025-out,RODOVIARIO,FARMA,"30412,82",0,0,0,0,0,"30412,82"
N,2025-out,RODOVIARIO,INTEC,"346810,55",0,0,0,0,0,"346810,55"
N,2025-out,RODOVIARIO,INTEC,"158702,63",0,0,0,0,0,"158702,63"
N,2025-out,RODOVIARIO,INTEC,"94920,41",0,0,0,0,0,"94920,41"
N,2025-out,RODOVIARIO,FARMA,"99493,27",0,0,0,0,0,"99493,27"
N,2025-out,RODOVIARIO,INTEC,"548639,43",0,0,0,0,0,"548639,43"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 2.359,94",0,0,0,0,"2359,94"
N,2025-out,RODOVIARIO,INTEC,"822,51",0,0,0,0,0,"822,51"
N,2025-out,RODOVIARIO,INTEC,"257945,6",0,0,0,0,0,"257945,6"
N,2025-out,RODOVIARIO,INTEC,"203208,6",0,0,0,0,0,"203208,6"
N,2025-out,RODOVIARIO,INTEC,"321426,78",0,0,0,0,0,"321426,78"
N,2025-out,RODOVIARIO,FARMA,"15539,93",0,0,0,0,0,"15539,93"
N,2025-out,RODOVIARIO,INTEC,"265,81",0,0,0,0,0,"265,81"
N,2025-out,RODOVIARIO,FARMA,"714603,05",0,0,0,0,0,"714603,05"
N,2025-out,RODOVIARIO,INTEC,"6923,76",0,0,0,0,0,"6923,76"
N,2025-out,RODOVIARIO,FARMA,"1995,18",0,0,0,0,0,"1995,18"
N,2025-out,RODOVIARIO,INTEC,"673,66",0,0,0,0,0,"673,66"
N,2025-out,RODOVIARIO,INTEC,"42040,41",0,0,0,0,0,"42040,41"
N,2025-out,RODOVIARIO,FARMA,"111932,99",0,0,0,0,0,"111932,99"
S,2025-jan,RODOVIARIO,INTEC,"775857,35",0,0,0,0,0,"775857,35"
N,2025-out,RODOVIARIO,FARMA,"1587,89",0,0,0,0,0,"1587,89"
N,2025-out,RODOVIARIO,FARMA,0,"R$ 11.462,52",0,0,0,0,"11462,52"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 30,00",0,0,0,0,30
N,2025-out,RODOVIARIO,INTEC,"66504,25",0,0,0,0,0,"66504,25"
N,2025-out,RODOVIARIO,INTEC,"79864,39",0,0,0,0,0,"79864,39"
N,2025-out,RODOVIARIO,FARMA,"46279,39",0,0,0,0,0,"46279,39"
N,2025-out,RODOVIARIO,FARMA,"176,62",0,0,0,0,0,"176,62"
N,2025-out,RODOVIARIO,FARMA,"351167,63",0,0,0,0,0,"351167,63"
N,2025-jan,RODOVIARIO,FARMA,"19042,4",0,0,0,0,0,"19042,4"
N,2025-out,RODOVIARIO,INTEC,"791230,1",0,0,0,0,0,"791230,09999999"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 1.780,80",0,0,0,0,"1780,8"
N,2025-out,RODOVIARIO,INTEC,"4132,3",0,0,0,0,0,"4132,3"
N,2025-out,RODOVIARIO,INTEC,"245066,28",0,0,0,0,0,"245066,28"
N,2025-out,RODOVIARIO,INTEC,"89174,69",0,0,0,0,0,"89174,69"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 4.164,79",0,0,0,0,"4164,79"
N,2025-out,RODOVIARIO,FARMA,"9800,3",0,0,0,0,0,"9800,3"
N,2025-out,RODOVIARIO,INTEC,"1002,69",0,0,0,0,0,"1002,69"
N,2025-out,RODOVIARIO,FARMA,"295965,73",0,0,0,0,0,"295965,73"
N,2025-out,RODOVIARIO,INTEC,"16351,73",0,0,0,0,0,"16351,73"
N,2025-out,RODOVIARIO,INTEC,"298,1",0,0,0,0,0,"298,1"
N,2025-out,RODOVIARIO,FARMA,0,"R$ 2.504,19",0,0,0,0,"2504,19"
N,2025-out,RODOVIARIO,FARMA,"126556,57",0,0,0,0,0,"126556,57"
N,2025-out,RODOVIARIO,INTEC,"97923,57",0,0,0,0,0,"97923,57"
N,2025-out,RODOVIARIO,FARMA,"527241,14",0,0,0,0,0,"527241,14"
N,2025-out,RODOVIARIO,INTEC,0,"R$4.083,33",0,0,0,0,"4083,33"
N,2025-out,RODOVIARIO,INTEC,"381,42",0,0,0,0,0,"381,42"
N,2025-out,RODOVIARIO,FARMA,"345450,87",0,0,0,0,0,"345450,87"
N,2025-out,RODOVIARIO,FARMA,"144605,97",0,0,0,0,0,"144605,97"
N,2025-fev,RODOVIARIO,INTEC,"836326,85",0,0,0,0,0,"836326,84999999"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 1.734,34",0,0,0,0,"1734,34"
N,2025-out,RODOVIARIO,INTEC,"156900,74",0,0,0,0,0,"156900,74"
N,2025-out,RODOVIARIO,INTEC,"87998,43",0,0,0,0,0,"87998,43"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 2.831,01",0,0,0,0,"2831,01"
N,2025-fev,RODOVIARIO,FARMA,"24285,29",0,0,0,0,0,"24285,29"
N,2025-out,RODOVIARIO,INTEC,"118040,81",0,0,0,0,0,"118040,81"
N,2025-out,RODOVIARIO,INTEC,"121034,02",0,0,0,0,0,"121034,02"
N,2025-out,RODOVIARIO,INTEC,"36613,78",0,0,0,0,0,"36613,78"
N,2025-out,RODOVIARIO,FARMA,"154270,03",0,0,0,0,0,"154270,03"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 4.163,44",0,0,0,0,"4163,44"
N,2025-out,RODOVIARIO,FARMA,"19162,95",0,0,0,0,0,"19162,95"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 7.734,44",0,0,0,0,"7734,44"
N,2025-out,RODOVIARIO,FARMA,"2274,54",0,0,0,0,0,"2274,54"
N,2025-out,RODOVIARIO,INTEC,"330,21",0,0,0,0,0,"330,21"
N,2025-out,RODOVIARIO,INTEC,0,"R$ 271,67",0,0,0,0,"271,67"
N,2025-out,RODOVIARIO,INTEC,"42373,73",0,0,0,0,0,"42373,73"
N,2025-out,RODOVIARIO,FARMA,"70791,76",0,0,0,0,0,"70791,76"
N,2025-out,RODOVIARIO,FARMA,"274359,4",0,0,0,0,0,"274359,4"
N,2025-out,RODOVIARIO,FARMA,"13544,35",0,0,0,0,0,"13544,35"
N,2025-out,RODOVIARIO,FARMA,"218793,45",0,0,0,0,0,"218793,45"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$169.241,00",0,0,0,169241
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$7.468,97",0,0,0,"7468,97"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$336.714,10",0,0,0,"336714,1"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$ 816.379,67",0,0,0,"816379,67"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$437.915,20",0,0,0,"437915,2"
N,2025-jan,RODOVIARIO,FARMA,"364221,49",0,0,0,0,0,"364221,49"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$404.629,40",0,0,0,"404629,4"
N,2025-fev,RODOVIARIO,INTEC,"118404,38",0,0,0,0,0,"118404,38"
N,2025-jan,RODOVIARIO,INTEC,"268048,33",0,0,0,0,0,"268048,33"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$146.906,10",0,0,0,"146906,1"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$111.768,50",0,0,0,"111768,5"
N,2025-set,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$11.190,00",0,0,11190
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$328.115,60",0,0,0,"328115,6"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$ 33.178,56",0,0,0,"33178,56"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$8.050,32",0,0,0,"8050,32"
N,2025-set,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$323,80",0,0,"323,8"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$78.807,94",0,0,0,"78807,94"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$403.745,30",0,0,0,"403745,3"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$317.349,10",0,0,0,"317349,1"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$6.513,03",0,0,0,"6513,03"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$87.617,37",0,0,0,"87617,37"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$3.565,00",0,0,0,3565
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$ 47.919,85",0,0,0,"47919,85"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$500,01",0,0,0,"500,01"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$1.373,03",0,0,0,"1373,03"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$28.611,67",0,0,0,"28611,67"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$67.817,72",0,0,0,"67817,72"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$139.454,80",0,0,0,"139454,8"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$67.875,74",0,0,0,"67875,74"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$6.423,57",0,0,0,"6423,57"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$7.894,03",0,0,0,"7894,03"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$213.416,90",0,0,0,"213416,9"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$116.795,80",0,0,0,"116795,8"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$144.819,10",0,0,0,"144819,1"
S,2025-fev,AEREO,INTEC,"202326,39",0,0,0,0,0,"202326,39"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$200.788,60",0,0,0,"200788,6"
N,2025-fev,RODOVIARIO,INTEC,"158797,48",0,0,0,0,0,"158797,48"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$ 1.122.832,16",0,0,0,"1122832,16"
N,2025-fev,RODOVIARIO,INTEC,"56685,26",0,0,0,0,0,"56685,26"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$ 247.509,27",0,0,0,"247509,27"
N,2025-jan,RODOVIARIO,INTEC,"305228,96",0,0,0,0,0,"305228,96"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$ 2.601,81",0,0,0,"2601,81"
N,2025-set,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$ 31.083,12",0,0,"31083,12"
N,2025-fev,RODOVIARIO,INTEC,0,"R$8.750,00",0,0,0,0,8750
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$ 585.846,90",0,0,0,"585846,9"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$75.644,19",0,0,0,"75644,19"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$45.683,91",0,0,0,"45683,91"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$693.538,40",0,0,0,"693538,4"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$196.741,50",0,0,0,"196741,5"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$58.918,26",0,0,0,"58918,26"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$337.853,10",0,0,0,"337853,1"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$ 544.294,26",0,0,0,"544294,26"
